"","Well","cellID","pos_x","pos_y","cell_Area","k10_whole","k15_whole","CX2_full"
"35370","A05",4046,584,1556,422,"T","CD4","CD8"
"35371","A05",4047,1207,1141,637,"B","B","B"
"35372","A05",4048,869,741,524,"B","B","B"
"35373","A05",4049,1694,915,443,"B","B","B"
"35374","A05",4050,1536,43,339,"B","B","B"
"35375","A05",4051,21,1303,266,"T","CD4","CD4"
"35376","A05",4052,1066,1593,298,"B","B","CD4"
"35377","A05",4053,80,668,753,"B","CD4","DC"
"35378","A05",4054,568,1219,408,"B","B","CD4"
"35379","A05",4055,50,377,632,"T","CD4","CD8"
"35380","A05",4056,1586,1509,487,"T","CD4","CD4"
"35381","A05",4057,1449,1353,445,"B","B","CD4"
"35382","A05",4058,1825,803,453,"B","B","B"
"35383","A05",4059,583,863,275,"B","B","B"
"35384","A05",4060,1658,974,268,"B","B","B"
"35385","A05",4061,1275,157,233,"B","B","B"
"35386","A05",4062,1627,1498,340,"T","CD4","CD8"
"35387","A05",4063,1890,1032,399,"B","B","B"
"35388","A05",4064,1889,1651,522,"T","CD4","CD8"
"35389","A05",4065,667,563,550,"B","B","B"
"35390","A05",4066,618,370,805,"B","B","B"
"35391","A05",4067,375,1957,240,"M2","Unresolvable","CD8"
"35392","A05",4068,405,911,699,"B","B","B"
"35393","A05",4069,553,1638,253,"B","B","CD4"
"35394","A05",4070,946,1321,683,"B","B","B"
"35395","A05",4071,967,1307,593,"B","B","B"
"35396","A05",4072,1000,1525,476,"Endothelial","Endothelial","Endothelial"
"35397","A05",4073,605,796,597,"B","B","B"
"35398","A05",4074,559,841,265,"B","B","B"
"35399","A05",4075,1083,1489,724,"B","B","B"
"35400","A05",4076,420,211,576,"B","B","B"
"35401","A05",4077,545,1374,656,"T","CD4","CD4"
"35402","A05",4078,1726,1557,564,"Endothelial","Endothelial","Endothelial"
"35403","A05",4079,1389,902,545,"B","B","B"
"35404","A05",4080,1569,346,442,"B","B","B"
"35405","A05",4081,612,572,552,"B","B","B"
"35406","A05",4082,1871,915,461,"T","CD8","CD8"
"35407","A05",4083,1368,348,722,"B","B","B"
"35408","A05",4084,814,15,377,"B","B","B"
"35409","A05",4085,1541,488,319,"T","CD4","CD8"
"35410","A05",4086,971,501,328,"B","B","B"
"35411","A05",4087,1439,799,381,"B","B","B"
"35412","A05",4088,1652,1089,516,"T","CD4","CD4"
"35413","A05",4089,631,216,296,"B","B","B"
"35414","A05",4090,530,1810,421,"T","CD4","CD4"
"35415","A05",4091,173,811,312,"T","CD8","CD8"
"35416","A05",4092,1760,1496,577,"B","B","B"
"35417","A05",4093,1555,2004,674,"B","B","Endothelial"
"35418","A05",4094,1311,565,480,"B","B","B"
"35419","A05",4095,1146,1944,280,"B","B","Endothelial"
"35420","A05",4096,135,1770,666,"B","B","Endothelial"
"35421","A05",4097,926,1559,682,"B","B","Endothelial"
"35422","A05",4098,214,2010,274,"B","B","Endothelial"
"35423","A05",4099,778,897,630,"B","B","B"
"35424","A05",4100,1256,1888,668,"M2","Unresolvable","CD8"
"35425","A05",4101,1936,358,249,"B","B","B"
"35426","A05",4102,815,752,804,"B","B","B"
"35427","A05",4103,232,1084,409,"T","CD4","CD4"
"35428","A05",4104,310,614,414,"B","B","B"
"35429","A05",4105,829,1579,564,"T","CD4","CD4"
"35430","A05",4106,904,500,991,"B","B","B"
"35431","A05",4107,1403,1580,671,"T","CD4","CD4"
"35432","A05",4108,945,1814,522,"T","CD4","CD4"
"35433","A05",4109,1778,1078,490,"B","B","B"
"35434","A05",4110,758,915,638,"B","B","B"
"35435","A05",4111,1784,1753,381,"T","CD4","CD4"
"35436","A05",4112,1822,1125,256,"T","CD4","CD4"
"35437","A05",4113,764,1797,478,"T","CD4","CD4"
"35438","A05",4114,583,251,604,"B","B","B"
"35439","A05",4115,202,1450,439,"T","CD4","CD4"
"35440","A05",4116,1429,1763,506,"T","CD8","CD8"
"35441","A05",4117,225,929,785,"T","CD4","Treg"
"35442","A05",4118,1904,1202,475,"T","CD4","CD4"
"35443","A05",4119,1373,89,453,"B","B","B"
"35444","A05",4120,1422,1745,643,"T","CD8","CD8"
"35445","A05",4121,1686,1729,399,"T","CD4","CD4"
"35446","A05",4122,418,571,467,"B","B","B"
"35447","A05",4123,775,596,701,"B","B","B"
"35448","A05",4124,352,261,413,"B","B","B"
"35449","A05",4125,17,831,476,"T","CD4","CD4"
"35450","A05",4126,1842,1686,372,"T","CD8","CD8"
"35451","A05",4127,913,1835,230,"T","CD4","CD4"
"35452","A05",4128,983,203,788,"B","B","B"
"35453","A05",4129,634,570,520,"B","B","B"
"35454","A05",4130,1248,195,526,"B","B","B"
"35455","A05",4131,129,570,666,"B","B","CD4"
"35456","A05",4132,708,1417,810,"B","B","CD4"
"35457","A05",4133,1602,963,476,"T","CD8","CD8"
"35458","A05",4134,881,1653,309,"T","CD4","CD4"
"35459","A05",4135,195,1433,501,"T","CD4","CD4"
"35460","A05",4136,237,598,373,"T","CD4","CD4"
"35461","A05",4137,1185,1015,786,"B","B","B"
"35462","A05",4138,1754,1780,431,"B","Endothelial","Endothelial"
"35463","A05",4139,1642,750,274,"B","B","B"
"35464","A05",4140,1624,403,550,"T","CD8","CD8"
"35465","A05",4141,96,987,517,"T","CD4","CD4"
"35466","A05",4142,260,272,309,"B","B","B"
"35467","A05",4143,429,20,527,"B","B","B"
"35468","A05",4144,379,888,248,"T","CD4","CD4"
"35469","A05",4145,1299,1256,881,"T","CD4","CD8"
"35470","A05",4146,921,349,598,"B","B","B"
"35471","A05",4147,128,375,332,"B","B","B"
"35472","A05",4148,1758,72,833,"B","B","CD4"
"35473","A05",4149,1012,364,653,"B","B","B"
"35474","A05",4150,1218,1304,552,"B","B","B"
"35475","A05",4151,843,364,813,"B","B","B"
"35476","A05",4152,1428,445,400,"B","B","B"
"35477","A05",4153,1984,1126,549,"T","CD4","CD4"
"35478","A05",4154,1838,77,501,"B","B","B"
"35479","A05",4155,155,1465,500,"T","CD4","CD4"
"35480","A05",4156,1224,733,654,"B","B","B"
"35481","A05",4157,1086,153,540,"B","B","B"
"35482","A05",4158,1467,920,377,"B","B","B"
"35483","A05",4159,259,1495,649,"T","CD4","CD4"
"35484","A05",4160,347,894,527,"T","CD4","CD4"
"35485","A05",4161,43,158,445,"B","B","B"
"35486","A05",4162,1173,1379,483,"B","B","B"
"35487","A05",4163,1509,1680,507,"T","CD4","CD4"
"35488","A05",4164,1229,1248,783,"B","B","B"
"35489","A05",4165,104,491,407,"B","B","CD4"
"35490","A05",4166,863,1113,989,"B","B","B"
"35491","A05",4167,1368,673,733,"B","B","B"
"35492","A05",4168,1541,147,954,"B","B","B"
"35493","A05",4169,1282,1615,483,"Endothelial","Unresolvable","Endothelial"
"35494","A05",4170,1364,478,207,"B","B","B"
"35495","A05",4171,1174,810,934,"B","B","B"
"35496","A05",4172,11,1450,291,"T","CD4","CD4"
"35497","A05",4173,453,284,456,"B","B","B"
"35498","A05",4174,1781,1143,817,"T","CD4","CD8"
"35499","A05",4175,1888,521,508,"B","B","B"
"35500","A05",4176,1166,126,899,"B","B","B"
"35501","A05",4177,30,229,764,"B","B","B"
"35502","A05",4178,315,1494,545,"T","CD4","CD4"
"35503","A05",4179,795,833,634,"B","B","B"
"35504","A05",4180,1058,1265,606,"B","B","B"
"35505","A05",4181,910,432,792,"B","B","B"
"35506","A05",4182,1850,211,410,"B","B","B"
"35507","A05",4183,1489,1808,477,"T","CD4","CD4"
"35508","A05",4184,1224,1797,503,"T","CD4","CD4"
"35509","A05",4185,856,131,650,"B","B","B"
"35510","A05",4186,968,917,496,"B","B","B"
"35511","A05",4187,1299,1166,726,"B","B","CD4"
"35512","A05",4188,924,788,472,"B","B","B"
"35513","A05",4190,1292,36,555,"B","B","B"
"35514","A05",4191,1712,1540,463,"B","B","CD4"
"35515","A05",4192,1903,640,330,"T","CD4","CD4"
"35516","A05",4193,1452,777,197,"T","CD8","CD8"
"35517","A05",4194,1457,1579,665,"T","CD4","CD8"
"35518","A05",4195,1408,42,366,"B","B","B"
"35519","A05",4196,611,1897,539,"M2","Unresolvable","CD8"
"35520","A05",4197,573,828,482,"B","B","B"
"35521","A05",4198,2029,2021,479,"Endothelial","Endothelial","Endothelial"
"35522","A05",4199,1369,1875,441,"T","CD4","CD4"
"35523","A05",4200,1807,1132,314,"T","CD8","CD8"
"35524","A05",4201,1853,582,724,"B","B","B"
"35525","A05",4202,1257,1505,256,"B","B","B"
"35526","A05",4203,925,620,480,"B","B","B"
"35527","A05",4204,797,948,889,"B","B","B"
"35528","A05",4205,411,1104,570,"T","CD4","CD4"
"35529","A05",4206,406,1780,415,"T","CD4","Treg"
"35530","A05",4207,158,1363,617,"T","CD4","CD4"
"35531","A05",4208,2017,1158,549,"T","CD4","CD4"
"35532","A05",4209,1373,1555,489,"T","CD4","CD8"
"35533","A05",4210,958,1594,643,"Endothelial","Unresolvable","CD4"
"35534","A05",4211,1465,1675,587,"T","CD4","CD4"
"35535","A05",4212,1867,1477,440,"T","CD4","CD8"
"35536","A05",4213,1783,729,475,"B","B","B"
"35537","A05",4214,82,1191,416,"T","CD4","CD4"
"35538","A05",4215,110,1110,492,"T","CD4","CD4"
"35539","A05",4216,1376,1650,497,"T","CD4","CD4"
"35540","A05",4217,489,1850,395,"T","CD4","CD4"
"35541","A05",4218,28,1440,527,"T","CD8","CD8"
"35542","A05",4219,379,1903,361,"M2","M2","M2"
"35543","A05",4220,997,379,341,"B","B","B"
"35544","A05",4221,1882,351,889,"B","B","B"
"35545","A05",4222,950,1112,433,"B","B","B"
"35546","A05",4223,652,1874,288,"Endothelial","Unresolvable","CD4"
"35547","A05",4224,259,1776,556,"T","CD4","CD4"
"35548","A05",4225,1561,1553,370,"T","CD4","CD8"
"35549","A05",4226,1923,483,726,"B","CD4","DC"
"35550","A05",4227,1583,1180,612,"B","B","CD4"
"35551","A05",4228,252,567,334,"T","CD4","CD4"
"35552","A05",4229,1575,396,550,"T","CD8","CD8"
"35553","A05",4230,189,916,408,"T","CD4","CD4"
"35554","A05",4231,2000,844,489,"T","CD4","CD4"
"35555","A05",4232,1714,1651,653,"T","CD4","CD8"
"35556","A05",4233,523,1733,579,"T","CD4","CD8"
"35557","A05",4234,57,1572,688,"T","CD4","CD4"
"35558","A05",4235,441,1282,365,"T","CD8","CD8"
"35559","A05",4236,369,403,530,"T","CD4","Treg"
"35560","A05",4237,849,1169,851,"B","B","B"
"35561","A05",4238,1775,509,477,"B","B","B"
"35562","A05",4239,254,905,575,"T","CD4","CD4"
"35563","A05",4240,642,403,448,"B","B","B"
"35564","A05",4241,108,1322,299,"T","CD4","CD4"
"35565","A05",4242,100,753,484,"B","B","B"
"35566","A05",4243,1687,136,436,"B","B","B"
"35567","A05",4244,1199,850,675,"B","B","B"
"35568","A05",4245,932,594,229,"B","B","B"
"35569","A05",4246,475,854,296,"B","B","B"
"35570","A05",4247,108,431,372,"B","CD4","DC"
"35571","A05",4248,1094,246,431,"B","B","B"
"35572","A05",4249,345,1159,958,"T","CD4","CD4"
"35573","A05",4250,1056,494,866,"B","B","B"
"35574","A05",4251,66,1286,357,"T","CD4","Treg"
"35575","A05",4252,561,1439,426,"T","CD4","CD4"
"35576","A05",4253,1258,1051,924,"B","B","B"
"35577","A05",4254,1337,1717,491,"T","CD4","CD4"
"35578","A05",4255,1584,40,386,"B","B","B"
"35579","A05",4256,406,626,564,"B","B","B"
"35580","A05",4257,182,1242,467,"T","CD4","CD4"
"35581","A05",4258,593,1616,634,"B","B","CD4"
"35582","A05",4259,1700,1022,342,"B","B","B"
"35583","A05",4260,1407,1435,591,"B","B","B"
"35584","A05",4261,1249,1682,425,"T","CD4","CD4"
"35585","A05",4262,114,1683,541,"T","CD4","CD8"
"35586","A05",4263,1494,1416,506,"B","B","CD4"
"35587","A05",4264,377,1160,231,"T","CD4","CD4"
"35588","A05",4265,1271,862,347,"B","B","B"
"35589","A05",4266,566,313,301,"B","B","B"
"35590","A05",4267,1225,1146,479,"B","B","B"
"35591","A05",4268,415,1884,191,"T","CD4","CD4"
"35592","A05",4269,1776,208,348,"B","B","B"
"35593","A05",4270,1818,738,574,"B","B","B"
"35594","A05",4271,958,933,495,"B","B","B"
"35595","A05",4272,517,93,501,"B","B","B"
"35596","A05",4273,1490,171,438,"B","B","B"
"35597","A05",4274,1375,404,648,"B","B","B"
"35598","A05",4275,990,591,670,"B","B","B"
"35599","A05",4276,424,780,485,"T","CD4","CD8"
"35600","A05",4277,314,873,458,"B","CD4","DC"
"35601","A05",4278,1911,1590,575,"T","CD4","Treg"
"35602","A05",4279,925,804,208,"B","B","B"
"35603","A05",4280,1523,1837,691,"M2","M2","M2"
"35604","A05",4281,1636,47,591,"B","B","B"
"35605","A05",4282,1953,1153,462,"T","CD4","CD4"
"35606","A05",4283,787,1867,495,"M2","Unresolvable","CD4"
"35607","A05",4284,566,64,371,"B","B","B"
"35608","A05",4285,1705,1449,766,"T","CD4","CD4"
"35609","A05",4286,129,1008,466,"T","CD4","CD4"
"35610","A05",4287,1644,623,581,"B","B","B"
"35611","A05",4288,1613,848,434,"B","B","CD4"
"35612","A05",4289,228,1154,494,"T","CD4","CD4"
"35613","A05",4290,1245,1849,524,"T","CD4","CD4"
"35614","A05",4291,879,1496,149,"B","B","CD4"
"35615","A05",4292,727,1135,595,"B","B","B"
"35616","A05",4293,288,1763,640,"T","CD4","CD8"
"35617","A05",4294,1150,1380,553,"B","B","B"
"35618","A05",4295,43,1836,384,"T","CD4","CD4"
"35619","A05",4296,1893,951,321,"B","B","CD4"
"35620","A05",4297,94,1266,299,"T","CD4","CD4"
"35621","A05",4298,1374,212,536,"B","B","B"
"35622","A05",4299,1574,1815,712,"T","CD4","CD4"
"35623","A05",4300,1316,1235,679,"B","B","B"
"35624","A05",4301,1488,1902,358,"B","B","Endothelial"
"35625","A05",4302,892,454,689,"B","B","B"
"35626","A05",4303,455,1078,346,"T","CD4","CD4"
"35627","A05",4305,1197,1376,651,"B","B","B"
"35628","A05",4306,1686,1073,520,"B","B","B"
"35629","A05",4307,300,349,737,"B","B","B"
"35630","A05",4308,763,1519,535,"T","CD4","CD4"
"35631","A05",4309,72,917,378,"T","CD8","CD8"
"35632","A05",4310,1404,125,497,"B","B","B"
"35633","A05",4311,162,1633,927,"T","CD4","CD4"
"35634","A05",4312,1193,1101,851,"B","B","B"
"35635","A05",4313,998,1771,587,"T","CD4","CD4"
"35636","A05",4314,1664,819,683,"T","CD4","CD8"
"35637","A05",4315,1701,1072,290,"B","B","B"
"35638","A05",4316,1901,1705,331,"T","CD4","CD8"
"35639","A05",4317,83,1140,611,"T","CD4","CD4"
"35640","A05",4318,412,957,226,"T","CD4","CD4"
"35641","A05",4319,1006,913,585,"B","B","B"
"35642","A05",4320,1751,457,464,"B","B","CD4"
"35643","A05",4321,435,1530,327,"T","CD4","CD4"
"35644","A05",4322,1859,88,337,"T","CD8","CD8"
"35645","A05",4323,637,353,702,"B","B","B"
"35646","A05",4324,1169,365,370,"B","B","B"
"35647","A05",4325,132,890,358,"T","CD4","CD4"
"35648","A05",4326,249,528,710,"B","B","B"
"35649","A05",4327,1682,317,555,"B","B","B"
"35650","A05",4328,417,323,622,"B","B","B"
"35651","A05",4329,1197,1286,523,"B","B","B"
"35652","A05",4330,1455,1011,526,"B","B","B"
"35653","A05",4331,636,1484,550,"T","CD4","CD4"
"35654","A05",4332,1791,954,475,"T","CD4","CD4"
"35655","A05",4333,166,682,527,"T","CD4","CD4"
"35656","A05",4334,689,563,419,"B","B","B"
"35657","A05",4335,1016,1228,544,"B","B","B"
"35658","A05",4336,78,305,502,"B","B","B"
"35659","A05",4337,1641,1340,337,"B","B","B"
"35660","A05",4338,105,894,394,"T","CD4","CD4"
"35661","A05",4339,1035,1697,421,"Endothelial","Unresolvable","Neutrophil"
"35662","A05",4340,1323,412,479,"B","B","B"
"35663","A05",4341,1451,1083,575,"B","B","B"
"35664","A05",4342,1191,1688,451,"B","CD4","DC"
"35665","A05",4343,1124,1712,351,"T","CD4","CD4"
"35666","A05",4344,882,39,577,"B","B","B"
"35667","A05",4345,67,849,423,"T","CD8","CD8"
"35668","A05",4346,1628,833,1004,"B","B","B"
"35669","A05",4347,1408,982,510,"B","B","B"
"35670","A05",4348,1265,735,636,"B","B","B"
"35671","A05",4349,1802,794,460,"T","CD4","CD4"
"35672","A05",4350,1563,130,525,"B","B","B"
"35673","A05",4351,801,1287,927,"B","B","B"
"35674","A05",4352,1706,699,711,"B","B","CD4"
"35675","A05",4353,345,1232,315,"T","CD4","CD4"
"35676","A05",4354,1921,901,253,"B","B","B"
"35677","A05",4355,589,680,491,"B","B","B"
"35678","A05",4356,1254,1767,848,"T","CD4","CD4"
"35679","A05",4357,1138,705,446,"B","B","B"
"35680","A05",4358,1587,1067,330,"B","B","B"
"35681","A05",4359,118,878,399,"T","CD4","CD4"
"35682","A05",4360,1372,957,821,"B","B","B"
"35683","A05",4361,1009,157,743,"B","B","B"
"35684","A05",4362,923,1199,436,"B","B","B"
"35685","A05",4363,1487,93,309,"B","B","B"
"35686","A05",4364,834,552,643,"B","B","B"
"35687","A05",4365,779,157,655,"B","B","B"
"35688","A05",4366,1845,921,601,"T","CD4","CD4"
"35689","A05",4367,569,749,330,"B","B","B"
"35690","A05",4368,1132,309,775,"B","B","B"
"35691","A05",4369,1329,1830,595,"M2","Unresolvable","CD8"
"35692","A05",4370,350,512,459,"B","B","B"
"35693","A05",4371,2015,190,524,"B","B","B"
"35694","A05",4372,1947,610,353,"B","Endothelial","Endothelial"
"35695","A05",4373,1820,547,699,"T","CD8","CD8"
"35696","A05",4374,1373,291,362,"B","B","B"
"35697","A05",4375,586,881,435,"B","B","B"
"35698","A05",4376,1646,153,569,"B","B","B"
"35699","A05",4377,1668,305,204,"B","B","B"
"35700","A05",4378,1564,1490,804,"T","CD4","Treg"
"35701","A05",4379,1965,847,388,"T","CD4","CD4"
"35702","A05",4380,362,1554,478,"T","CD4","CD4"
"35703","A05",4381,329,694,493,"B","B","B"
"35704","A05",4382,1431,1621,417,"T","CD4","CD8"
"35705","A05",4383,915,528,1046,"B","B","B"
"35706","A05",4384,1039,1142,732,"B","B","B"
"35707","A05",4385,1569,561,520,"T","CD8","CD8"
"35708","A05",4386,858,180,345,"B","B","B"
"35709","A05",4387,1322,1526,328,"T","CD4","CD8"
"35710","A05",4388,1285,869,258,"B","B","B"
"35711","A05",4389,672,1684,752,"T","CD4","CD4"
"35712","A05",4390,1593,993,542,"B","B","B"
"35713","A05",4391,1019,1009,290,"B","B","B"
"35714","A05",4392,1742,1488,501,"B","B","CD4"
"35715","A05",4393,2029,1646,394,"T","CD8","CD8"
"35716","A05",4394,744,457,641,"B","B","B"
"35717","A05",4395,617,928,623,"B","B","B"
"35718","A05",4396,339,981,428,"B","B","B"
"35719","A05",4397,1421,1259,406,"B","B","CD4"
"35720","A05",4398,1213,1485,364,"B","B","B"
"35721","A05",4399,1169,972,379,"B","B","B"
"35722","A05",4400,1474,968,798,"B","B","B"
"35723","A05",4401,1776,939,467,"T","CD8","CD8"
"35724","A05",4402,1478,1006,672,"B","B","B"
"35725","A05",4403,2021,653,170,"B","B","Endothelial"
"35726","A05",4404,534,1047,553,"B","B","B"
"35727","A05",4405,1431,963,450,"B","B","B"
"35728","A05",4406,800,1665,305,"T","CD8","CD8"
"35729","A05",4407,1740,1153,507,"T","CD4","CD4"
"35730","A05",4408,1698,1804,450,"T","CD4","CD4"
"35731","A05",4409,95,68,367,"B","B","B"
"35732","A05",4410,394,1536,446,"T","CD8","CD8"
"35733","A05",4411,1061,1913,342,"Endothelial","Unresolvable","CD4"
"35734","A05",4412,416,1924,600,"B","B","Endothelial"
"35735","A05",4413,1224,1443,779,"B","B","B"
"35736","A05",4414,1307,444,420,"B","B","B"
"35737","A05",4415,1863,758,527,"T","CD4","CD8"
"35738","A05",4416,1675,1799,515,"M2","Unresolvable","CD4"
"35739","A05",4417,1420,280,480,"B","B","B"
"35740","A05",4418,1196,1245,429,"B","B","B"
"35741","A05",4419,1685,1433,360,"T","CD4","CD8"
"35742","A05",4420,876,1380,599,"B","B","B"
"35743","A05",4421,387,415,629,"B","B","B"
"35744","A05",4422,488,841,322,"B","B","Endothelial"
"35745","A05",4423,1160,453,501,"B","B","B"
"35746","A05",4424,707,821,735,"B","B","B"
"35747","A05",4425,1042,1600,379,"B","B","CD4"
"35748","A05",4426,1285,352,469,"B","B","B"
"35749","A05",4427,833,415,628,"B","B","B"
"35750","A05",4428,586,1362,375,"T","CD4","Treg"
"35751","A05",4429,664,1546,530,"T","CD8","CD8"
"35752","A05",4430,1661,461,319,"B","B","B"
"35753","A05",4431,1809,994,475,"T","CD4","CD4"
"35754","A05",4432,1004,630,643,"B","B","B"
"35755","A05",4433,455,1717,397,"T","CD8","CD8"
"35756","A05",4434,1959,954,367,"B","B","B"
"35757","A05",4435,1857,668,473,"B","B","Endothelial"
"35758","A05",4436,1415,1891,395,"B","B","Endothelial"
"35759","A05",4437,1373,910,395,"B","B","B"
"35760","A05",4438,1242,67,339,"B","B","B"
"35761","A05",4439,109,248,377,"B","CD4","DC"
"35762","A05",4440,1952,772,272,"T","CD4","CD4"
"35763","A05",4441,1423,1189,462,"B","B","CD4"
"35764","A05",4442,484,539,674,"B","B","B"
"35765","A05",4443,1114,897,529,"B","B","B"
"35766","A05",4444,252,1747,549,"M2","Unresolvable","CD4"
"35767","A05",4445,1452,1481,344,"B","B","CD4"
"35768","A05",4446,1402,1387,550,"B","B","B"
"35769","A05",4447,668,1629,236,"T","CD8","CD8"
"35770","A05",4448,754,1951,1201,"Endothelial","Endothelial","Endothelial"
"35771","A05",4449,792,1731,494,"Endothelial","Unresolvable","CD4"
"35772","A05",4450,530,1354,327,"T","CD8","CD8"
"35773","A05",4451,383,1073,506,"T","CD4","CD4"
"35774","A05",4452,1674,1597,650,"T","CD4","CD4"
"35775","A05",4453,1020,1509,554,"Endothelial","Unresolvable","Endothelial"
"35776","A05",4454,653,977,476,"B","B","B"
"35777","A05",4455,574,1494,345,"T","CD4","CD4"
"35778","A05",4456,162,544,325,"T","CD4","CD4"
"35779","A05",4457,326,1936,492,"M2","Unresolvable","CD8"
"35780","A05",4458,683,456,446,"B","B","B"
"35781","A05",4459,467,989,605,"T","CD4","CD8"
"35782","A05",4460,1711,947,286,"T","CD8","CD8"
"35783","A05",4461,767,1646,480,"T","CD4","CD4"
"35784","A05",4462,1529,961,223,"B","B","B"
"35785","A05",4463,835,1407,395,"B","B","B"
"35786","A05",4464,1328,1538,397,"B","B","CD4"
"35787","A05",4465,1865,1377,621,"T","CD8","CD8"
"35788","A05",4466,290,1618,538,"T","CD4","CD8"
"35789","A05",4467,768,1780,502,"T","CD4","CD4"
"35790","A05",4468,107,448,218,"B","B","CD4"
"35791","A05",4469,732,1452,612,"B","B","B"
"35792","A05",4470,842,1930,687,"Endothelial","Unresolvable","CD4"
"35793","A05",4471,907,948,594,"B","B","B"
"35794","A05",4472,1355,168,407,"B","B","B"
"35795","A05",4473,698,1180,420,"B","B","B"
"35796","A05",4474,50,1320,528,"T","CD4","CD4"
"35797","A05",4475,1839,853,347,"T","CD8","CD8"
"35798","A05",4476,1037,1836,414,"T","CD4","CD4"
"35799","A05",4477,1754,36,438,"T","CD8","CD8"
"35800","A05",4478,1697,439,574,"B","B","B"
"35801","A05",4479,905,1641,551,"T","CD4","CD4"
"35802","A05",4480,2007,1546,610,"T","CD4","CD4"
"35803","A05",4481,729,1366,811,"B","B","CD4"
"35804","A05",4482,1172,1482,453,"B","B","B"
"35805","A05",4483,475,1558,429,"T","CD4","CD4"
"35806","A05",4484,1589,210,542,"B","B","M1"
"35807","A05",4485,467,563,498,"B","B","B"
"35808","A05",4486,625,1346,867,"T","CD4","CD8"
"35809","A05",4487,1661,1863,928,"B","B","Endothelial"
"35810","A05",4488,1416,1078,394,"B","B","CD4"
"35811","A05",4489,1376,832,486,"B","B","B"
"35812","A05",4490,1361,612,400,"B","B","B"
"35813","A05",4491,222,857,504,"T","CD4","CD8"
"35814","A05",4492,1909,838,345,"T","CD4","CD4"
"35815","A05",4493,832,1834,501,"T","CD4","CD4"
"35816","A05",4494,1352,335,323,"B","B","B"
"35817","A05",4495,951,1470,1052,"B","B","Epithelial"
"35818","A05",4496,923,1685,551,"Endothelial","Unresolvable","CD4"
"35819","A05",4497,1535,907,393,"B","B","B"
"35820","A05",4498,1613,485,418,"B","B","B"
"35821","A05",4499,550,1851,806,"Endothelial","Endothelial","Endothelial"
"35822","A05",4500,1201,402,546,"B","B","B"
"35823","A05",4501,1809,1186,352,"T","CD4","CD4"
"35824","A05",4502,595,1206,437,"B","B","CD4"
"35825","A05",4503,1231,964,508,"B","B","B"
"35826","A05",4504,125,912,673,"T","CD4","CD4"
"35827","A05",4505,1723,1459,583,"B","B","B"
"35828","A05",4506,1133,1084,823,"B","B","B"
"35829","A05",4507,262,1987,723,"B","B","Endothelial"
"35830","A05",4508,800,1385,880,"B","B","Epithelial"
"35831","A05",4509,687,1562,389,"T","CD4","CD4"
"35832","A05",4510,1740,1109,511,"T","CD4","CD4"
"35833","A05",4511,1737,1425,620,"B","B","CD4"
"35834","A05",4512,1625,104,367,"T","CD4","CD8"
"35835","A05",4513,1636,887,446,"B","B","B"
"35836","A05",4514,1017,590,279,"B","B","B"
"35837","A05",4515,651,608,519,"B","B","B"
"35838","A05",4516,618,499,294,"B","B","B"
"35839","A05",4517,609,815,366,"B","B","B"
"35840","A05",4518,798,456,537,"B","B","B"
"35841","A05",4519,1603,34,626,"B","B","B"
"35842","A05",4520,1342,1411,569,"B","B","CD4"
"35843","A05",4521,1969,1008,533,"T","CD4","CD4"
"35844","A05",4522,1390,1355,719,"B","B","B"
"35845","A05",4523,851,1198,580,"B","B","B"
"35846","A05",4524,1278,1835,567,"T","CD4","CD4"
"35847","A05",4525,999,828,788,"B","B","B"
"35848","A05",4526,310,2021,1308,"B","Endothelial","Endothelial"
"35849","A05",4527,1059,1123,588,"B","B","B"
"35850","A05",4528,1848,834,424,"T","CD8","CD8"
"35851","A05",4529,580,898,377,"B","B","B"
"35852","A05",4530,700,888,688,"B","B","B"
"35853","A05",4531,504,1339,618,"T","CD4","CD4"
"35854","A05",4532,362,339,694,"B","B","B"
"35855","A05",4533,142,1436,402,"T","CD4","CD4"
"35856","A05",4534,306,684,667,"B","B","B"
"35857","A05",4535,1388,1898,597,"T","CD4","CD4"
"35858","A05",4536,1524,345,596,"B","B","B"
"35859","A05",4537,430,967,430,"B","B","B"
"35860","A05",4538,1843,120,452,"B","CD4","DC"
"35861","A05",4539,1733,1066,381,"T","CD4","CD4"
"35862","A05",4540,1669,195,442,"B","B","B"
"35863","A05",4541,1381,316,831,"B","B","B"
"35864","A05",4542,723,1017,570,"B","B","B"
"35865","A05",4543,1336,1466,499,"B","B","CD4"
"35866","A05",4544,1244,987,412,"B","B","B"
"35867","A05",4545,999,1695,869,"Endothelial","Unresolvable","CD4"
"35868","A05",4546,1993,192,390,"B","B","B"
"35869","A05",4547,910,1367,644,"B","B","Epithelial"
"35870","A05",4548,1934,954,894,"T","CD8","CD8"
"35871","A05",4549,1441,1662,565,"T","CD4","CD4"
"35872","A05",4550,1223,193,420,"B","B","B"
"35873","A05",4551,1036,484,667,"B","B","B"
"35874","A05",4552,871,1619,436,"Endothelial","Unresolvable","CD4"
"35875","A05",4553,78,1175,396,"T","CD4","CD4"
"35876","A05",4554,331,784,245,"B","B","B"
"35877","A05",4555,834,807,637,"B","B","B"
"35878","A05",4556,955,1741,404,"M2","Unresolvable","CD4"
"35879","A05",4557,1745,15,336,"B","B","B"
"35880","A05",4558,1485,14,587,"B","B","B"
